VAR,Variable,UNIT,Measure,Country,Year,Value,Percentage of graduates contributed by country
HEDUMWGR,Midwives graduates,RTOALLNB,Per 100 000 population,Luxembourg,2019,0.81,
HEDUNUGR,Nursing graduates,RTOALLNB,Per 100 000 population,Luxembourg,2019,13.23,
HEDUPNGR,Professional nursing graduates,RTOALLNB,Per 100 000 population,Luxembourg,2019,13.23,
HEDUAPGR,Associate Professional nursing graduates,RTOALLNB,Per 100 000 population,Luxembourg,2019,0,
HEDUMEGR,Medical graduates,RTOALLNB,Per 100 000 population,Mexico,2019,13.75,
HEDUDNGR,Dentists graduates,RTOALLNB,Per 100 000 population,Mexico,2019,6.39,
HEDUPHGR,Pharmacists graduates,RTOALLNB,Per 100 000 population,Mexico,2019,3.22,
HEDUNUGR,Nursing graduates,RTOALLNB,Per 100 000 population,Mexico,2019,17.48,
HEDUPNGR,Professional nursing graduates,RTOALLNB,Per 100 000 population,Mexico,2019,17.48,
HEDUMEGR,Medical graduates,RTOALLNB,Per 100 000 population,Netherlands,2019,15.11,
HEDUDNGR,Dentists graduates,RTOALLNB,Per 100 000 population,Netherlands,2019,1.33,
HEDUPHGR,Pharmacists graduates,RTOALLNB,Per 100 000 population,Netherlands,2019,1.33,
HEDUMWGR,Midwives graduates,RTOALLNB,Per 100 000 population,Netherlands,2019,0.86,
HEDUNUGR,Nursing graduates,RTOALLNB,Per 100 000 population,Netherlands,2019,58.58,
HEDUPNGR,Professional nursing graduates,RTOALLNB,Per 100 000 population,Netherlands,2019,24.73,
HEDUAPGR,Associate Professional nursing graduates,RTOALLNB,Per 100 000 population,Netherlands,2019,33.84,
HEDUMEGR,Medical graduates,RTOALLNB,Per 100 000 population,New Zealand,2019,9.9,
HEDUDNGR,Dentists graduates,RTOALLNB,Per 100 000 population,New Zealand,2019,2.29,
HEDUPHGR,Pharmacists graduates,RTOALLNB,Per 100 000 population,New Zealand,2019,4.5,
HEDUMWGR,Midwives graduates,RTOALLNB,Per 100 000 population,New Zealand,2019,4.3,
HEDUNUGR,Nursing graduates,RTOALLNB,Per 100 000 population,New Zealand,2019,39.87,
HEDUPNGR,Professional nursing graduates,RTOALLNB,Per 100 000 population,New Zealand,2019,36.59,
HEDUAPGR,Associate Professional nursing graduates,RTOALLNB,Per 100 000 population,New Zealand,2019,3.27,
HEDUMEGR,Medical graduates,RTOALLNB,Per 100 000 population,Norway,2019,11.33,
HEDUDNGR,Dentists graduates,RTOALLNB,Per 100 000 population,Norway,2019,2.34,
HEDUPHGR,Pharmacists graduates,RTOALLNB,Per 100 000 population,Norway,2019,3.12,
HEDUMWGR,Midwives graduates,RTOALLNB,Per 100 000 population,Norway,2019,2.73,
HEDUNUGR,Nursing graduates,RTOALLNB,Per 100 000 population,Norway,2019,79.83,
HEDUPNGR,Professional nursing graduates,RTOALLNB,Per 100 000 population,Norway,2019,79.83,
HEDUAPGR,Associate Professional nursing graduates,RTOALLNB,Per 100 000 population,Norway,2019,0,
HEDUMEGR,Medical graduates,RTOALLNB,Per 100 000 population,Poland,2019,11.97,
HEDUDNGR,Dentists graduates,RTOALLNB,Per 100 000 population,Poland,2019,2.66,
HEDUPHGR,Pharmacists graduates,RTOALLNB,Per 100 000 population,Poland,2019,2.71,
HEDUMWGR,Midwives graduates,RTOALLNB,Per 100 000 population,Poland,2019,4.48,
HEDUNUGR,Nursing graduates,RTOALLNB,Per 100 000 population,Poland,2019,34.45,
HEDUPNGR,Professional nursing graduates,RTOALLNB,Per 100 000 population,Poland,2019,34.45,
HEDUAPGR,Associate Professional nursing graduates,RTOALLNB,Per 100 000 population,Poland,2019,0,
HEDUMEGR,Medical graduates,RTOALLNB,Per 100 000 population,Portugal,2019,15.84,
HEDUDNGR,Dentists graduates,RTOALLNB,Per 100 000 population,Portugal,2019,7.48,
HEDUPHGR,Pharmacists graduates,RTOALLNB,Per 100 000 population,Portugal,2019,8.47,
HEDUNUGR,Nursing graduates,RTOALLNB,Per 100 000 population,Portugal,2019,26.56,
HEDUPNGR,Professional nursing graduates,RTOALLNB,Per 100 000 population,Portugal,2019,26.56,
HEDUAPGR,Associate Professional nursing graduates,RTOALLNB,Per 100 000 population,Portugal,2019,0,
HEDUMEGR,Medical graduates,RTOALLNB,Per 100 000 population,Slovak Republic,2019,18.04,
HEDUDNGR,Dentists graduates,RTOALLNB,Per 100 000 population,Slovak Republic,2019,2.93,
HEDUPHGR,Pharmacists graduates,RTOALLNB,Per 100 000 population,Slovak Republic,2019,4.84,
HEDUMWGR,Midwives graduates,RTOALLNB,Per 100 000 population,Slovak Republic,2019,0.81,
HEDUNUGR,Nursing graduates,RTOALLNB,Per 100 000 population,Slovak Republic,2019,21.89,
HEDUMEGR,Medical graduates,RTOALLNB,Per 100 000 population,Spain,2019,13.95,
HEDUDNGR,Dentists graduates,RTOALLNB,Per 100 000 population,Spain,2019,3.32,
HEDUPHGR,Pharmacists graduates,RTOALLNB,Per 100 000 population,Spain,2019,5.61,
HEDUMWGR,Midwives graduates,RTOALLNB,Per 100 000 population,Spain,2019,0.78,
HEDUNUGR,Nursing graduates,RTOALLNB,Per 100 000 population,Spain,2019,21.75,
HEDUPNGR,Professional nursing graduates,RTOALLNB,Per 100 000 population,Spain,2019,21.75,
HEDUAPGR,Associate Professional nursing graduates,RTOALLNB,Per 100 000 population,Spain,2019,0,
HEDUMEGR,Medical graduates,RTOALLNB,Per 100 000 population,Sweden,2019,13.47,
HEDUDNGR,Dentists graduates,RTOALLNB,Per 100 000 population,Sweden,2019,2.59,
HEDUPHGR,Pharmacists graduates,RTOALLNB,Per 100 000 population,Sweden,2019,4.49,
HEDUMWGR,Midwives graduates,RTOALLNB,Per 100 000 population,Sweden,2019,3.44,
HEDUNUGR,Nursing graduates,RTOALLNB,Per 100 000 population,Sweden,2019,43.22,
HEDUPNGR,Professional nursing graduates,RTOALLNB,Per 100 000 population,Sweden,2019,43.22,
HEDUMEGR,Medical graduates,RTOALLNB,Per 100 000 population,Switzerland,2019,11.86,
HEDUDNGR,Dentists graduates,RTOALLNB,Per 100 000 population,Switzerland,2019,1.55,
HEDUPHGR,Pharmacists graduates,RTOALLNB,Per 100 000 population,Switzerland,2019,2.66,
HEDUMWGR,Midwives graduates,RTOALLNB,Per 100 000 population,Switzerland,2019,2.02,
HEDUNUGR,Nursing graduates,RTOALLNB,Per 100 000 population,Switzerland,2019,108.09,
HEDUPNGR,Professional nursing graduates,RTOALLNB,Per 100 000 population,Switzerland,2019,42.82,
HEDUAPGR,Associate Professional nursing graduates,RTOALLNB,Per 100 000 population,Switzerland,2019,65.27,
HEDUMEGR,Medical graduates,RTOALLNB,Per 100 000 population,Türkiye,2019,13.14,
HEDUDNGR,Dentists graduates,RTOALLNB,Per 100 000 population,Türkiye,2019,3.78,
HEDUPHGR,Pharmacists graduates,RTOALLNB,Per 100 000 population,Türkiye,2019,2.13,
HEDUMWGR,Midwives graduates,RTOALLNB,Per 100 000 population,Türkiye,2019,3.39,
HEDUNUGR,Nursing graduates,RTOALLNB,Per 100 000 population,Türkiye,2019,18.67,
HEDUPNGR,Professional nursing graduates,RTOALLNB,Per 100 000 population,Türkiye,2019,18.67,
HEDUAPGR,Associate Professional nursing graduates,RTOALLNB,Per 100 000 population,Türkiye,2019,0,
HEDUMEGR,Medical graduates,RTOALLNB,Per 100 000 population,United Kingdom,2019,13.07,
HEDUDNGR,Dentists graduates,RTOALLNB,Per 100 000 population,United Kingdom,2019,1.8,
HEDUPHGR,Pharmacists graduates,RTOALLNB,Per 100 000 population,United Kingdom,2019,4.99,
HEDUMWGR,Midwives graduates,RTOALLNB,Per 100 000 population,United Kingdom,2019,4.12,
HEDUNUGR,Nursing graduates,RTOALLNB,Per 100 000 population,United Kingdom,2019,44.77,
HEDUMEGR,Medical graduates,RTOALLNB,Per 100 000 population,United States,2019,8.11,
HEDUDNGR,Dentists graduates,RTOALLNB,Per 100 000 population,United States,2019,1.93,
HEDUPHGR,Pharmacists graduates,RTOALLNB,Per 100 000 population,United States,2019,4.51,
HEDUMWGR,Midwives graduates,RTOALLNB,Per 100 000 population,United States,2019,0.3,
HEDUNUGR,Nursing graduates,RTOALLNB,Per 100 000 population,United States,2019,65.55,
HEDUPNGR,Professional nursing graduates,RTOALLNB,Per 100 000 population,United States,2019,51.39,
HEDUAPGR,Associate Professional nursing graduates,RTOALLNB,Per 100 000 population,United States,2019,14.16,
HEDUMEGR,Medical graduates,RTOALLNB,Per 100 000 population,Chile,2019,9.13,
HEDUDNGR,Dentists graduates,RTOALLNB,Per 100 000 population,Chile,2019,8.36,
HEDUPHGR,Pharmacists graduates,RTOALLNB,Per 100 000 population,Chile,2019,2.47,
HEDUMWGR,Midwives graduates,RTOALLNB,Per 100 000 population,Chile,2019,4.78,
HEDUNUGR,Nursing graduates,RTOALLNB,Per 100 000 population,Chile,2019,31.14,
HEDUPNGR,Professional nursing graduates,RTOALLNB,Per 100 000 population,Chile,2019,31.14,
HEDUAPGR,Associate Professional nursing graduates,RTOALLNB,Per 100 000 population,Chile,2019,0,
HEDUMEGR,Medical graduates,RTOALLNB,Per 100 000 population,Estonia,2019,10.4,
HEDUDNGR,Dentists graduates,RTOALLNB,Per 100 000 population,Estonia,2019,2.19,
HEDUPHGR,Pharmacists graduates,RTOALLNB,Per 100 000 population,Estonia,2019,3.99,
HEDUMWGR,Midwives graduates,RTOALLNB,Per 100 000 population,Estonia,2019,2.41,
HEDUNUGR,Nursing graduates,RTOALLNB,Per 100 000 population,Estonia,2019,28.86,
HEDUPNGR,Professional nursing graduates,RTOALLNB,Per 100 000 population,Estonia,2019,28.86,
HEDUMEGR,Medical graduates,RTOALLNB,Per 100 000 population,Israel,2019,7.22,
HEDUDNGR,Dentists graduates,RTOALLNB,Per 100 000 population,Israel,2019,1.01,
HEDUPHGR,Pharmacists graduates,RTOALLNB,Per 100 000 population,Israel,2019,1.28,
HEDUMWGR,Midwives graduates,RTOALLNB,Per 100 000 population,Israel,2019,1.82,
HEDUNUGR,Nursing graduates,RTOALLNB,Per 100 000 population,Israel,2019,26.55,
HEDUPNGR,Professional nursing graduates,RTOALLNB,Per 100 000 population,Israel,2019,25.19,
HEDUAPGR,Associate Professional nursing graduates,RTOALLNB,Per 100 000 population,Israel,2019,1.36,
HEDUMEGR,Medical graduates,RTOALLNB,Per 100 000 population,Latvia,2019,23.51,
HEDUAPGR,Associate Professional nursing graduates,RTOALLNB,Per 100 000 population,Latvia,2019,0,
HEDUMWGR,Midwives graduates,RTOALLNB,Per 100 000 population,Latvia,2019,1.36,
HEDUPHGR,Pharmacists graduates,RTOALLNB,Per 100 000 population,Lithuania,2019,4.65,
HEDUPNGR,Professional nursing graduates,RTOALLNB,Per 100 000 population,Lithuania,2019,21.97,
HEDUAPGR,Associate Professional nursing graduates,NOMBRENB,Number,Latvia,2019,0,0
HEDUDNGR,Dentists graduates,NOMBRENB,Number,Lithuania,2019,142,0.36
HEDUMEGR,Medical graduates,NOMBRENB,Number,Lithuania,2019,552,0.35
HEDUAPGR,Associate Professional nursing graduates,NOMBRENB,Number,Lithuania,2019,0,0
HEDUMWGR,Midwives graduates,NOMBRENB,Number,Lithuania,2019,34,0.2
HEDUMEGR,Medical graduates,RTOALLNB,Per 100 000 population,Lithuania,2019,19.76,
HEDUDNGR,Dentists graduates,NOMBRENB,Number,Latvia,2019,66,0.17
HEDUNUGR,Nursing graduates,NOMBRENB,Number,Latvia,2019,514,0.08
HEDUPNGR,Professional nursing graduates,RTOALLNB,Per 100 000 population,Latvia,2019,26.86,
HEDUMWGR,Midwives graduates,NOMBRENB,Number,Latvia,2019,26,0.16
HEDUMEGR,Medical graduates,NOMBRENB,Number,Latvia,2019,450,0.28
HEDUPHGR,Pharmacists graduates,RTOALLNB,Per 100 000 population,Latvia,2019,3.29,
HEDUPHGR,Pharmacists graduates,NOMBRENB,Number,Lithuania,2019,130,0.2
HEDUDNGR,Dentists graduates,RTOALLNB,Per 100 000 population,Lithuania,2019,5.08,
HEDUNUGR,Nursing graduates,RTOALLNB,Per 100 000 population,Lithuania,2019,21.97,
HEDUPNGR,Professional nursing graduates,NOMBRENB,Number,Lithuania,2019,614,0.14
HEDUPNGR,Professional nursing graduates,NOMBRENB,Number,Latvia,2019,514,0.11
HEDUPHGR,Pharmacists graduates,NOMBRENB,Number,Latvia,2019,63,0.1
HEDUNUGR,Nursing graduates,RTOALLNB,Per 100 000 population,Latvia,2019,26.86,
HEDUDNGR,Dentists graduates,RTOALLNB,Per 100 000 population,Latvia,2019,3.45,
HEDUMWGR,Midwives graduates,RTOALLNB,Per 100 000 population,Lithuania,2019,1.22,
HEDUNUGR,Nursing graduates,NOMBRENB,Number,Lithuania,2019,614,0.1
HEDUAPGR,Associate Professional nursing graduates,RTOALLNB,Per 100 000 population,Lithuania,2019,0,
HEDUMEGR,Medical graduates,RTOALLNB,Per 100 000 population,Colombia,2019,12.54,
HEDUNUGR,Nursing graduates,NOMBRENB,Number,Colombia,2019,3864,0.61
HEDUDNGR,Dentists graduates,NOMBRENB,Number,Colombia,2019,1534,3.84
HEDUDNGR,Dentists graduates,RTOALLNB,Per 100 000 population,Colombia,2019,3.05,
HEDUPHGR,Pharmacists graduates,RTOALLNB,Per 100 000 population,Colombia,2019,0.69,
HEDUPNGR,Professional nursing graduates,RTOALLNB,Per 100 000 population,Colombia,2019,7.67,
HEDUMEGR,Medical graduates,NOMBRENB,Number,Colombia,2019,6319,3.98
HEDUNUGR,Nursing graduates,RTOALLNB,Per 100 000 population,Colombia,2019,7.67,
HEDUPNGR,Professional nursing graduates,NOMBRENB,Number,Colombia,2019,3864,0.85
HEDUPHGR,Pharmacists graduates,NOMBRENB,Number,Colombia,2019,350,0.55
HEDUNUGR,Nursing graduates,RTOALLNB,Per 100 000 population,Bulgaria,2019,7.12,
HEDUMWGR,Midwives graduates,RTOALLNB,Per 100 000 population,Croatia,2019,1.75,
HEDUMEGR,Medical graduates,RTOALLNB,Per 100 000 population,Croatia,2019,16.94,
HEDUAPGR,Associate Professional nursing graduates,NOMBRENB,Number,Croatia,2019,1039,0.71
HEDUMWGR,Midwives graduates,NOMBRENB,Number,Croatia,2019,71,0.43
HEDUMEGR,Medical graduates,NOMBRENB,Number,Croatia,2019,689,0.43
HEDUAPGR,Associate Professional nursing graduates,RTOALLNB,Per 100 000 population,Croatia,2019,25.55,
HEDUDNGR,Dentists graduates,NOMBRENB,Number,Bulgaria,2019,381,0.95
HEDUNUGR,Nursing graduates,NOMBRENB,Number,Bulgaria,2019,497,0.08
HEDUAPGR,Associate Professional nursing graduates,NOMBRENB,Number,Romania,2019,16284,11.19
HEDUDNGR,Dentists graduates,NOMBRENB,Number,Romania,2019,1934,4.84
HEDUAPGR,Associate Professional nursing graduates,RTOALLNB,Per 100 000 population,Romania,2019,84.06,
HEDUDNGR,Dentists graduates,RTOALLNB,Per 100 000 population,Croatia,2019,2.24,
HEDUMEGR,Medical graduates,RTOALLNB,Per 100 000 population,Romania,2019,25.64,
HEDUPHGR,Pharmacists graduates,NOMBRENB,Number,Croatia,2019,139,0.22
HEDUDNGR,Dentists graduates,RTOALLNB,Per 100 000 population,Bulgaria,2019,5.46,
HEDUPNGR,Professional nursing graduates,NOMBRENB,Number,Croatia,2019,1509,0.33
HEDUPHGR,Pharmacists graduates,NOMBRENB,Number,Bulgaria,2019,390,0.61
HEDUNUGR,Nursing graduates,NOMBRENB,Number,Romania,2019,17549,2.77
HEDUNUGR,Nursing graduates,RTOALLNB,Per 100 000 population,Croatia,2019,62.65,
HEDUPHGR,Pharmacists graduates,RTOALLNB,Per 100 000 population,Bulgaria,2019,5.59,
HEDUDNGR,Dentists graduates,RTOALLNB,Per 100 000 population,Romania,2019,9.98,
HEDUPHGR,Pharmacists graduates,RTOALLNB,Per 100 000 population,Croatia,2019,3.42,
HEDUNUGR,Nursing graduates,RTOALLNB,Per 100 000 population,Romania,2019,90.59,
HEDUPNGR,Professional nursing graduates,RTOALLNB,Per 100 000 population,Croatia,2019,37.1,
HEDUPNGR,Professional nursing graduates,RTOALLNB,Per 100 000 population,Bulgaria,2019,7.12,
HEDUDNGR,Dentists graduates,NOMBRENB,Number,Croatia,2019,91,0.23
HEDUMEGR,Medical graduates,NOMBRENB,Number,Romania,2019,4967,3.13
HEDUPNGR,Professional nursing graduates,NOMBRENB,Number,Bulgaria,2019,497,0.11
HEDUMEGR,Medical graduates,NOMBRENB,Number,Bulgaria,2019,1350,0.85
HEDUPNGR,Professional nursing graduates,NOMBRENB,Number,Romania,2019,1265,0.28
HEDUPHGR,Pharmacists graduates,NOMBRENB,Number,Romania,2019,1620,2.55
HEDUMWGR,Midwives graduates,NOMBRENB,Number,Bulgaria,2019,231,1.39
HEDUAPGR,Associate Professional nursing graduates,NOMBRENB,Number,Bulgaria,2019,0,0
HEDUPHGR,Pharmacists graduates,RTOALLNB,Per 100 000 population,Romania,2019,8.36,
HEDUAPGR,Associate Professional nursing graduates,RTOALLNB,Per 100 000 population,Bulgaria,2019,0,
HEDUMWGR,Midwives graduates,RTOALLNB,Per 100 000 population,Bulgaria,2019,3.31,
HEDUNUGR,Nursing graduates,NOMBRENB,Number,Croatia,2019,2548,0.4
HEDUMEGR,Medical graduates,RTOALLNB,Per 100 000 population,Bulgaria,2019,19.35,
HEDUPNGR,Professional nursing graduates,RTOALLNB,Per 100 000 population,Romania,2019,6.53,
HEDUMEGR,Medical graduates,NOMBRENB,Number,Australia,2020,3839,2.41
HEDUDNGR,Dentists graduates,NOMBRENB,Number,Australia,2020,814,2.02
HEDUPHGR,Pharmacists graduates,NOMBRENB,Number,Australia,2020,1982,3.2
HEDUMWGR,Midwives graduates,NOMBRENB,Number,Australia,2020,1305,7.75
HEDUNUGR,Nursing graduates,NOMBRENB,Number,Australia,2020,27717,4.37
HEDUPNGR,Professional nursing graduates,NOMBRENB,Number,Australia,2020,16167,3.56
HEDUAPGR,Associate Professional nursing graduates,NOMBRENB,Number,Australia,2020,11550,7.92
HEDUMEGR,Medical graduates,NOMBRENB,Number,Austria,2020,1288,0.81
HEDUDNGR,Dentists graduates,NOMBRENB,Number,Austria,2020,230,0.57
HEDUPHGR,Pharmacists graduates,NOMBRENB,Number,Austria,2020,310,0.5
HEDUMWGR,Midwives graduates,NOMBRENB,Number,Austria,2020,74,0.44
HEDUNUGR,Nursing graduates,NOMBRENB,Number,Austria,2020,2595,0.41
HEDUPNGR,Professional nursing graduates,NOMBRENB,Number,Austria,2020,2595,0.57
HEDUMEGR,Medical graduates,NOMBRENB,Number,Belgium,2020,1917,1.2
HEDUDNGR,Dentists graduates,NOMBRENB,Number,Belgium,2020,270,0.67
HEDUPHGR,Pharmacists graduates,NOMBRENB,Number,Belgium,2020,599,0.97
HEDUMWGR,Midwives graduates,NOMBRENB,Number,Belgium,2020,648,3.85
HEDUNUGR,Nursing graduates,NOMBRENB,Number,Belgium,2020,5194,0.82
HEDUMEGR,Medical graduates,NOMBRENB,Number,Canada,2020,2876,1.81
HEDUDNGR,Dentists graduates,NOMBRENB,Number,Canada,2020,577,1.43
HEDUPHGR,Pharmacists graduates,NOMBRENB,Number,Canada,2020,1255,2.03
HEDUMWGR,Midwives graduates,NOMBRENB,Number,Canada,2020,104,0.62
HEDUMEGR,Medical graduates,NOMBRENB,Number,Czechia,2020,1771,1.11
HEDUDNGR,Dentists graduates,NOMBRENB,Number,Czechia,2020,283,0.7
HEDUPHGR,Pharmacists graduates,NOMBRENB,Number,Czechia,2020,307,0.5
HEDUMWGR,Midwives graduates,NOMBRENB,Number,Czechia,2020,195,1.16
HEDUNUGR,Nursing graduates,NOMBRENB,Number,Czechia,2020,3102,0.49
HEDUPNGR,Professional nursing graduates,NOMBRENB,Number,Czechia,2020,1318,0.29
HEDUAPGR,Associate Professional nursing graduates,NOMBRENB,Number,Czechia,2020,1784,1.22
HEDUMEGR,Medical graduates,NOMBRENB,Number,Denmark,2020,1284,0.81
HEDUDNGR,Dentists graduates,NOMBRENB,Number,Denmark,2020,130,0.32
HEDUPHGR,Pharmacists graduates,NOMBRENB,Number,Denmark,2020,172,0.28
HEDUMWGR,Midwives graduates,NOMBRENB,Number,Denmark,2020,150,0.89
HEDUNUGR,Nursing graduates,NOMBRENB,Number,Denmark,2020,2640,0.42
HEDUPNGR,Professional nursing graduates,NOMBRENB,Number,Denmark,2020,2640,0.58
HEDUAPGR,Associate Professional nursing graduates,NOMBRENB,Number,Denmark,2020,0,0
HEDUMEGR,Medical graduates,NOMBRENB,Number,Finland,2020,674,0.42
HEDUDNGR,Dentists graduates,NOMBRENB,Number,Finland,2020,188,0.47
HEDUPHGR,Pharmacists graduates,NOMBRENB,Number,Finland,2020,335,0.54
HEDUMWGR,Midwives graduates,NOMBRENB,Number,Finland,2020,196,1.16
HEDUNUGR,Nursing graduates,NOMBRENB,Number,Finland,2020,11919,1.88
HEDUPNGR,Professional nursing graduates,NOMBRENB,Number,Finland,2020,3745,0.82
HEDUAPGR,Associate Professional nursing graduates,NOMBRENB,Number,Finland,2020,8174,5.6
HEDUMEGR,Medical graduates,NOMBRENB,Number,France,2020,8069,5.07
HEDUDNGR,Dentists graduates,NOMBRENB,Number,France,2020,1476,3.67
HEDUPHGR,Pharmacists graduates,NOMBRENB,Number,France,2020,2908,4.7
HEDUMWGR,Midwives graduates,NOMBRENB,Number,France,2020,898,5.34
HEDUNUGR,Nursing graduates,NOMBRENB,Number,France,2020,25558,4.03
HEDUPNGR,Professional nursing graduates,NOMBRENB,Number,France,2020,25558,5.63
HEDUAPGR,Associate Professional nursing graduates,NOMBRENB,Number,France,2020,0,0
HEDUMEGR,Medical graduates,NOMBRENB,Number,Germany,2020,10007,6.28
HEDUDNGR,Dentists graduates,NOMBRENB,Number,Germany,2020,2312,5.74
HEDUPHGR,Pharmacists graduates,NOMBRENB,Number,Germany,2020,2551,4.12
HEDUMWGR,Midwives graduates,NOMBRENB,Number,Germany,2020,750,4.46
HEDUNUGR,Nursing graduates,NOMBRENB,Number,Germany,2020,35850,5.65
HEDUPNGR,Professional nursing graduates,NOMBRENB,Number,Germany,2020,35850,7.89
HEDUMEGR,Medical graduates,NOMBRENB,Number,Greece,2020,1465,0.92
HEDUDNGR,Dentists graduates,NOMBRENB,Number,Greece,2020,241,0.6
HEDUPHGR,Pharmacists graduates,NOMBRENB,Number,Greece,2020,264,0.43
HEDUMWGR,Midwives graduates,NOMBRENB,Number,Greece,2020,282,1.68
HEDUNUGR,Nursing graduates,NOMBRENB,Number,Greece,2020,9687,1.53
HEDUPNGR,Professional nursing graduates,NOMBRENB,Number,Greece,2020,1544,0.34
HEDUAPGR,Associate Professional nursing graduates,NOMBRENB,Number,Greece,2020,8143,5.58
HEDUMEGR,Medical graduates,NOMBRENB,Number,Hungary,2020,1532,0.96
HEDUDNGR,Dentists graduates,NOMBRENB,Number,Hungary,2020,331,0.82
HEDUPHGR,Pharmacists graduates,NOMBRENB,Number,Hungary,2020,322,0.52
HEDUMWGR,Midwives graduates,NOMBRENB,Number,Hungary,2020,229,1.36
HEDUNUGR,Nursing graduates,NOMBRENB,Number,Hungary,2020,5866,0.92
HEDUPNGR,Professional nursing graduates,NOMBRENB,Number,Hungary,2020,3071,0.68
HEDUAPGR,Associate Professional nursing graduates,NOMBRENB,Number,Hungary,2020,2795,1.92
HEDUMEGR,Medical graduates,NOMBRENB,Number,Ireland,2020,1268,0.8
HEDUDNGR,Dentists graduates,NOMBRENB,Number,Ireland,2020,89,0.22
HEDUPHGR,Pharmacists graduates,NOMBRENB,Number,Ireland,2020,166,0.27
HEDUMWGR,Midwives graduates,NOMBRENB,Number,Ireland,2020,128,0.76
HEDUNUGR,Nursing graduates,NOMBRENB,Number,Ireland,2020,1534,0.24
HEDUPNGR,Professional nursing graduates,NOMBRENB,Number,Ireland,2020,1534,0.34
HEDUAPGR,Associate Professional nursing graduates,NOMBRENB,Number,Ireland,2020,0,0
HEDUMEGR,Medical graduates,NOMBRENB,Number,Italy,2020,11213,7.04
HEDUDNGR,Dentists graduates,NOMBRENB,Number,Italy,2020,1124,2.79
HEDUPHGR,Pharmacists graduates,NOMBRENB,Number,Italy,2020,4466,7.21
HEDUMWGR,Midwives graduates,NOMBRENB,Number,Italy,2020,461,2.74
HEDUNUGR,Nursing graduates,NOMBRENB,Number,Italy,2020,10227,1.61
HEDUPNGR,Professional nursing graduates,NOMBRENB,Number,Italy,2020,10227,2.25
HEDUAPGR,Associate Professional nursing graduates,NOMBRENB,Number,Italy,2020,0,0
HEDUMEGR,Medical graduates,NOMBRENB,Number,Japan,2020,8757,5.5
HEDUDNGR,Dentists graduates,NOMBRENB,Number,Japan,2020,2235,5.55
HEDUPHGR,Pharmacists graduates,NOMBRENB,Number,Japan,2020,11798,19.06
HEDUNUGR,Nursing graduates,NOMBRENB,Number,Japan,2020,66243,10.44
HEDUPNGR,Professional nursing graduates,NOMBRENB,Number,Japan,2020,59248,13.05
